Reference,DOI,Species,Site,Season,Depth,Environment,Tissue,Condition,Mesh,Days,Remaining.mean,Remaining.sd,Remaining.sem,Rate.mean,Rate.sd,Repetitions,n,CN.mean,CN.sd,Phenols.mean,Phenols.sd,CNPhenols.t,CNPhenols.n,Source
Tala et al. 2016,10.1016/j.jembe.2016.06.003,Macrocystis pyrifera,Punta Arenas,Winter,0,Pelagic,Sporophyte,Fresh,None,14,NA,NA,NA,0.3985765,1.088968,1,8,NA,NA,1.527272727,0.581818182,Final,8,"Figure 2, 6"
Tala et al. 2016,10.1016/j.jembe.2016.06.003,Macrocystis pyrifera,Coquimbo,Summer,0,Pelagic,Sporophyte,Fresh,None,7,NA,NA,NA,4.316726,2.2419927,1,8,NA,NA,2.145454545,0.4,Final,8,"Figure 2, 6"
Tala et al. 2016,10.1016/j.jembe.2016.06.003,Macrocystis pyrifera,Coquimbo,Summer,0,Pelagic,Sporophyte,Fresh,None,14,NA,NA,NA,2.6512456,1.2491102,1,8,NA,NA,2.181818182,0.690909091,Final,8,"Figure 2, 6"
Tala et al. 2016,10.1016/j.jembe.2016.06.003,Macrocystis pyrifera,Concepción,Summer,0,Pelagic,Sporophyte,Fresh,None,7,NA,NA,NA,1.1245551,1.3451959,1,8,NA,NA,0.654545455,0.145454545,Final,8,"Figure 2, 6"
Tala et al. 2016,10.1016/j.jembe.2016.06.003,Macrocystis pyrifera,Concepción,Summer,0,Pelagic,Sporophyte,Fresh,None,14,NA,NA,NA,-2.772242,2.7864767,1,8,NA,NA,0.945454545,0.254545455,Final,8,"Figure 2, 6"
Tala et al. 2016,10.1016/j.jembe.2016.06.003,Macrocystis pyrifera,Punta Arenas,Summer,0,Pelagic,Sporophyte,Fresh,None,7,NA,NA,NA,-3.049822,3.6192172,1,8,NA,NA,1.563636364,0.290909091,Final,8,"Figure 2, 6"
Tala et al. 2016,10.1016/j.jembe.2016.06.003,Macrocystis pyrifera,Punta Arenas,Summer,0,Pelagic,Sporophyte,Fresh,None,14,NA,NA,NA,-4.5017796,1.7508894,1,8,NA,NA,1.490909091,0.327272727,Final,8,"Figure 2, 6"
Tala et al. 2016,10.1016/j.jembe.2016.06.003,Durvillaea antarctica,Coquimbo,Winter,0,Pelagic,Sporophyte,Fresh,None,7,NA,NA,NA,1.7685727,1.7577668,1,8,NA,NA,1.773755656,0.50678733,Final,8,"Figure 2, 6"
Tala et al. 2016,10.1016/j.jembe.2016.06.003,Durvillaea antarctica,Coquimbo,Winter,0,Pelagic,Sporophyte,Fresh,None,14,NA,NA,NA,1.2859073,0.6699685,1,8,NA,NA,2.208144796,0.380090498,Final,8,"Figure 2, 6"
Tala et al. 2016,10.1016/j.jembe.2016.06.003,Durvillaea antarctica,Concepción,Winter,0,Pelagic,Sporophyte,Fresh,None,7,NA,NA,NA,0.8392616,0.6051329,1,8,NA,NA,1.375565611,0.180995475,Final,8,"Figure 2, 6"
Tala et al. 2016,10.1016/j.jembe.2016.06.003,Durvillaea antarctica,Concepción,Winter,0,Pelagic,Sporophyte,Fresh,None,14,NA,NA,NA,0.6591625,0.3313823,1,8,NA,NA,1.665158371,0.50678733,Final,8,"Figure 2, 6"
Tala et al. 2016,10.1016/j.jembe.2016.06.003,Durvillaea antarctica,Punta Arenas,Winter,0,Pelagic,Sporophyte,Fresh,None,7,NA,NA,NA,-0.70959026,0.81404774,1,8,NA,NA,6.298642534,0.904977376,Final,8,"Figure 2, 6"
Tala et al. 2016,10.1016/j.jembe.2016.06.003,Durvillaea antarctica,Punta Arenas,Winter,0,Pelagic,Sporophyte,Fresh,None,14,NA,NA,NA,-0.8032418,1.685727,1,8,NA,NA,1.773755656,0.50678733,Final,8,"Figure 2, 6"
Tala et al. 2016,10.1016/j.jembe.2016.06.003,Durvillaea antarctica,Coquimbo,Summer,0,Pelagic,Sporophyte,Fresh,None,7,NA,NA,NA,3.425484,1.0445744,1,8,NA,NA,1.357466063,0.615384615,Final,8,"Figure 2, 6"
Tala et al. 2016,10.1016/j.jembe.2016.06.003,Durvillaea antarctica,Coquimbo,Summer,0,Pelagic,Sporophyte,Fresh,None,14,NA,NA,NA,2.65466,1.2390816,1,8,NA,NA,1.773755656,0.36199095,Final,8,"Figure 2, 6"
Tala et al. 2016,10.1016/j.jembe.2016.06.003,Durvillaea antarctica,Concepción,Summer,0,Pelagic,Sporophyte,Fresh,None,7,NA,NA,NA,-1.2138677,0.367402,1,8,NA,NA,2.117647059,0.65158371,Final,8,"Figure 2, 6"
Tala et al. 2016,10.1016/j.jembe.2016.06.003,Durvillaea antarctica,Concepción,Summer,0,Pelagic,Sporophyte,Fresh,None,14,NA,NA,NA,-0.78883386,0.68437634,1,8,NA,NA,2.208144796,0.43438914,Final,8,"Figure 2, 6"
Tala et al. 2016,10.1016/j.jembe.2016.06.003,Durvillaea antarctica,Punta Arenas,Summer,0,Pelagic,Sporophyte,Fresh,None,7,NA,NA,NA,0.5438991,0.45384963,1,8,NA,NA,4.597285068,0.850678733,Final,8,"Figure 2, 6"
Tala et al. 2016,10.1016/j.jembe.2016.06.003,Durvillaea antarctica,Punta Arenas,Summer,0,Pelagic,Sporophyte,Fresh,None,14,NA,NA,NA,0.24853669,0.58352096,1,8,NA,NA,6.298642534,1.918552036,Final,8,"Figure 2, 6"
Graiff et al. 2016,10.1007/s00227-016-2962-3,Macrocystis pyrifera,Coquimbo,Spring,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,-0.501027014,1.834482962,1,21,NA,NA,NA,NA,NA,NA,Figure S4b
Graiff et al. 2016,10.1007/s00227-016-2962-3,Macrocystis pyrifera,Coquimbo,Summer,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,0.732325937,1.80339003,1,27,NA,NA,NA,NA,NA,NA,Figure S4b
Graiff et al. 2016,10.1007/s00227-016-2962-3,Macrocystis pyrifera,Coquimbo,Autumn,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,0.037917133,0.961808016,1,32,NA,NA,NA,NA,NA,NA,Figure S4b
Graiff et al. 2016,10.1007/s00227-016-2962-3,Macrocystis pyrifera,Coquimbo,Winter,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,1.095076805,1.502825025,1,22,NA,NA,NA,NA,NA,NA,Figure S4b
Rothäusler et al. 2018,10.1111/jpy.12643,Macrocystis pyrifera,Iquique,Winter,0,Pelagic,Sporophyte,Fresh,None,14,NA,NA,NA,-3.076823595,1.193352578,1,8,NA,NA,NA,NA,NA,NA,Figure 2
Rothäusler et al. 2018,10.1111/jpy.12643,Macrocystis pyrifera,Iquique,Winter,0,Pelagic,Sporophyte,Fresh,1,14,NA,NA,NA,-2.789749625,1.27373329,1,8,NA,NA,NA,NA,NA,NA,Figure 2
Rothäusler et al. 2018,10.1111/jpy.12643,Macrocystis pyrifera,Iquique,Winter,0,Pelagic,Sporophyte,Fresh,1,14,NA,NA,NA,0.74700168,1.389004693,1,8,NA,NA,NA,NA,NA,NA,Figure 2
Rothäusler et al. 2018,10.1111/jpy.12643,Macrocystis pyrifera,Iquique,Winter,0,Pelagic,Sporophyte,Fresh,None,14,NA,NA,NA,-4.727959415,1.574493381,1,8,NA,NA,NA,NA,NA,NA,Figure 2
Rothäusler et al. 2018,10.1111/jpy.12643,Macrocystis pyrifera,Iquique,Winter,0,Pelagic,Sporophyte,Fresh,1,14,NA,NA,NA,-5.188157687,1.56296887,1,8,NA,NA,NA,NA,NA,NA,Figure 2
Rothäusler et al. 2018,10.1111/jpy.12643,Macrocystis pyrifera,Iquique,Winter,0,Pelagic,Sporophyte,Fresh,1,14,NA,NA,NA,-1.932232918,1.599210991,1,8,NA,NA,NA,NA,NA,NA,Figure 2
Rothäusler et al. 2018,10.1111/jpy.12643,Macrocystis pyrifera,Coquimbo,Winter,0,Pelagic,Sporophyte,Fresh,None,14,NA,NA,NA,-2.502509691,1.554219199,1,8,NA,NA,NA,NA,NA,NA,Figure 2
Rothäusler et al. 2018,10.1111/jpy.12643,Macrocystis pyrifera,Coquimbo,Winter,0,Pelagic,Sporophyte,Fresh,1,14,NA,NA,NA,-1.884787635,1.212565518,1,8,NA,NA,NA,NA,NA,NA,Figure 2
Rothäusler et al. 2018,10.1111/jpy.12643,Macrocystis pyrifera,Coquimbo,Winter,0,Pelagic,Sporophyte,Fresh,1,14,NA,NA,NA,0.975036701,0.844428131,1,8,NA,NA,NA,NA,NA,NA,Figure 2
Rothäusler et al. 2018,10.1111/jpy.12643,Macrocystis pyrifera,Coquimbo,Winter,0,Pelagic,Sporophyte,Fresh,None,14,NA,NA,NA,0.243783699,1.606083168,1,8,NA,NA,NA,NA,NA,NA,Figure 2
Rothäusler et al. 2018,10.1111/jpy.12643,Macrocystis pyrifera,Coquimbo,Winter,0,Pelagic,Sporophyte,Fresh,1,14,NA,NA,NA,-0.674853004,0.617528006,1,8,NA,NA,NA,NA,NA,NA,Figure 2
Rothäusler et al. 2018,10.1111/jpy.12643,Macrocystis pyrifera,Coquimbo,Winter,0,Pelagic,Sporophyte,Fresh,1,14,NA,NA,NA,2.264784444,0.666011609,1,8,NA,NA,NA,NA,NA,NA,Figure 2
Rothäusler et al. 2018,10.1111/jpy.12643,Macrocystis pyrifera,Calfuco,Winter,0,Pelagic,Sporophyte,Fresh,None,14,NA,NA,NA,-5.716320836,1.745409735,1,8,NA,NA,NA,NA,NA,NA,Figure 2
Rothäusler et al. 2018,10.1111/jpy.12643,Macrocystis pyrifera,Calfuco,Winter,0,Pelagic,Sporophyte,Fresh,1,14,NA,NA,NA,-1.819552976,0.314084721,1,8,NA,NA,NA,NA,NA,NA,Figure 2
Rothäusler et al. 2018,10.1111/jpy.12643,Macrocystis pyrifera,Calfuco,Winter,0,Pelagic,Sporophyte,Fresh,1,14,NA,NA,NA,-1.32213184,0.681409093,1,8,NA,NA,NA,NA,NA,NA,Figure 2
Rothäusler et al. 2018,10.1111/jpy.12643,Macrocystis pyrifera,Calfuco,Winter,0,Pelagic,Sporophyte,Fresh,None,14,NA,NA,NA,-4.3415308,0.638000481,1,8,NA,NA,NA,NA,NA,NA,Figure 2
Rothäusler et al. 2018,10.1111/jpy.12643,Macrocystis pyrifera,Calfuco,Winter,0,Pelagic,Sporophyte,Fresh,1,14,NA,NA,NA,-2.118080023,0.913267628,1,8,NA,NA,NA,NA,NA,NA,Figure 2
Rothäusler et al. 2018,10.1111/jpy.12643,Macrocystis pyrifera,Calfuco,Winter,0,Pelagic,Sporophyte,Fresh,1,14,NA,NA,NA,-0.169695322,0.985653437,1,8,NA,NA,NA,NA,NA,NA,Figure 2
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Coquimbo,Winter,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,1.05352179,0.697896972,1,14,NA,NA,NA,NA,NA,NA,Figure S1
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Coquimbo,Summer,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,1.751418762,1.003226898,1,11,NA,NA,NA,NA,NA,NA,Figure S1
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Concepción,Winter,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,3.156282678,0.697896972,2,16,NA,NA,NA,NA,NA,NA,Figure S1
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Concepción,Winter,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,1.539082504,0.42455386,2,5,NA,NA,NA,NA,NA,NA,Figure S1
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Concepción,Summer,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,0.277457667,0.959608337,2,29,NA,NA,NA,NA,NA,NA,Figure S1
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Concepción,Summer,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,0.888117518,0.610659851,2,24,NA,NA,NA,NA,NA,NA,Figure S1
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Punta Arenas,Winter,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,0.211812627,0.521384929,6,14,NA,NA,NA,NA,NA,NA,Figure S1
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Punta Arenas,Winter,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,0.130346232,0.276985743,6,13,NA,NA,NA,NA,NA,NA,Figure S1
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Punta Arenas,Winter,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,0.081466395,0.228105906,6,13,NA,NA,NA,NA,NA,NA,Figure S1
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Punta Arenas,Winter,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,0.179226069,0.260692464,6,13,NA,NA,NA,NA,NA,NA,Figure S1
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Punta Arenas,Winter,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,0.228105906,0.179226069,6,13,NA,NA,NA,NA,NA,NA,Figure S1
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Punta Arenas,Winter,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,0.293279022,0.048879837,6,10,NA,NA,NA,NA,NA,NA,Figure S1
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Punta Arenas,Summer,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,1.270875764,0.276985743,2,18,NA,NA,NA,NA,NA,NA,Figure S1
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Punta Arenas,Summer,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,1.059063136,0.16293279,2,18,NA,NA,NA,NA,NA,NA,Figure S1
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Coquimbo,Winter,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,1.914870025,0.706236485,1,22,NA,NA,NA,NA,NA,NA,"Figure 3, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Coquimbo,Summer,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,2.411801242,0.977242661,1,23,NA,NA,NA,NA,NA,NA,"Figure 3, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Concepción,Winter,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,0.710351967,1.122776474,1,14,NA,NA,NA,NA,NA,NA,"Figure 3, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Concepción,Summer,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,1.812242926,1.457844951,1,21,NA,NA,NA,NA,NA,NA,"Figure 3, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Punta Arenas,Winter,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,0.710351967,1.279502564,1,13,NA,NA,NA,NA,NA,NA,"Figure 3, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Punta Arenas,Summer,0,Pelagic,Sporophyte,Fresh,None,NA,NA,NA,NA,0.910204739,0.329487003,1,18,NA,NA,NA,NA,NA,NA,"Figure 3, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Coquimbo,Winter,0,Pelagic,Lamina,Fresh,None,NA,NA,NA,NA,2.96151749,0.654875217,1,22,NA,NA,NA,NA,NA,NA,"Figure 4a, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Coquimbo,Summer,0,Pelagic,Lamina,Fresh,None,NA,NA,NA,NA,1.229736362,1.706313759,1,23,NA,NA,NA,NA,NA,NA,"Figure 4a, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Concepción,Winter,0,Pelagic,Lamina,Fresh,None,NA,NA,NA,NA,1.942822709,1.018694782,1,14,NA,NA,NA,NA,NA,NA,"Figure 4a, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Concepción,Summer,0,Pelagic,Lamina,Fresh,None,NA,NA,NA,NA,2.604974317,0.814955825,1,21,NA,NA,NA,NA,NA,NA,"Figure 4a, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Punta Arenas,Winter,0,Pelagic,Lamina,Fresh,None,NA,NA,NA,NA,0.109172102,4.125713865,1,13,NA,NA,NA,NA,NA,NA,"Figure 4a, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Punta Arenas,Summer,0,Pelagic,Lamina,Fresh,None,NA,NA,NA,NA,0.773200109,0.486987979,1,18,NA,NA,NA,NA,NA,NA,"Figure 4a, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Coquimbo,Winter,0,Pelagic,Stipe,Fresh,None,NA,NA,NA,NA,0.321923005,1.078646419,1,22,NA,NA,NA,NA,NA,NA,"Figure 4b, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Coquimbo,Summer,0,Pelagic,Stipe,Fresh,None,NA,NA,NA,NA,1.041020618,2.054564607,1,23,NA,NA,NA,NA,NA,NA,"Figure 4b, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Concepción,Winter,0,Pelagic,Stipe,Fresh,None,NA,NA,NA,NA,1.143748848,1.27126185,1,14,NA,NA,NA,NA,NA,NA,"Figure 4b, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Concepción,Summer,0,Pelagic,Stipe,Fresh,None,NA,NA,NA,NA,-0.140354031,2.311385183,1,21,NA,NA,NA,NA,NA,NA,"Figure 4b, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Punta Arenas,Winter,0,Pelagic,Stipe,Fresh,None,NA,NA,NA,NA,-0.088989916,4.057765099,1,13,NA,NA,NA,NA,NA,NA,"Figure 4b, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Punta Arenas,Summer,0,Pelagic,Stipe,Fresh,None,NA,NA,NA,NA,0.327968603,0.348532978,1,18,NA,NA,NA,NA,NA,NA,"Figure 4b, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Coquimbo,Winter,0,Pelagic,Holdfast,Fresh,None,NA,NA,NA,NA,-1.320435616,1.990614939,1,22,NA,NA,NA,NA,NA,NA,"Figure 4c, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Coquimbo,Summer,0,Pelagic,Holdfast,Fresh,None,NA,NA,NA,NA,-0.758980121,3.266650156,1,23,NA,NA,NA,NA,NA,NA,"Figure 4c, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Concepción,Winter,0,Pelagic,Holdfast,Fresh,None,NA,NA,NA,NA,-0.146483217,1.378118035,1,14,NA,NA,NA,NA,NA,NA,"Figure 4c, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Concepción,Summer,0,Pelagic,Holdfast,Fresh,None,NA,NA,NA,NA,-1.626684069,1.888532121,1,21,NA,NA,NA,NA,NA,NA,"Figure 4c, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Punta Arenas,Winter,0,Pelagic,Holdfast,Fresh,None,NA,NA,NA,NA,-0.146483217,3.164567339,1,13,NA,NA,NA,NA,NA,NA,"Figure 4c, Table S1b"
Tala et al. 2019,10.1016/j.marenvres.2019.05.013,Durvillaea antarctica,Punta Arenas,Summer,0,Pelagic,Holdfast,Fresh,None,NA,NA,NA,NA,-1.320435616,2.960401704,1,18,NA,NA,NA,NA,NA,NA,"Figure 4c, Table S1b"
de Bettignies et al. 2020,10.1111/jpy.13041,Laminaria hyperborea,Guerhéon,Summer,9,Benthic,Lamina,Fresh,10,0,99.93444,0.27144,NA,NA,NA,1,5,14.44,2.17,3.5866005,1.4232822,Final,5,"Figure 2a-c, Table 2"
de Bettignies et al. 2020,10.1111/jpy.13041,Laminaria hyperborea,Guerhéon,Summer,9,Benthic,Lamina,Fresh,10,14,104.050125,1.745035,NA,NA,NA,1,5,12.18,1.01,5.9540184,1.5434426,Final,5,"Figure 2a-c, Table 2"
de Bettignies et al. 2020,10.1111/jpy.13041,Laminaria hyperborea,Guerhéon,Summer,9,Benthic,Lamina,Fresh,10,30,79.89626,15.00729,NA,NA,NA,1,5,13.22,1.45,6.814979,1.7005544,Final,5,"Figure 2a-c, Table 2"
de Bettignies et al. 2020,10.1111/jpy.13041,Laminaria hyperborea,Guerhéon,Summer,9,Benthic,Lamina,Fresh,10,42,60.667294,23.654856,NA,NA,NA,1,5,14.72,2.1,5.9291702,0.8687578,Final,5,"Figure 2a-c, Table 2"
de Bettignies et al. 2020,10.1111/jpy.13041,Laminaria hyperborea,Guerhéon,Summer,9,Benthic,Lamina,Fresh,10,77,37.994736,17.993214,NA,NA,NA,1,5,18.46,3.41,15.969731,3.105356,Final,5,"Figure 2a-c, Table 2"
