Reference,DOI,Species,Site,Season,Depth,Environment,Tissue,Condition,Mesh,Days,Remaining.mean,Remaining.sd,Remaining.sem,Rate.mean,Rate.sd,Repetitions,n,CN.mean,CN.sd,Phenols.mean,Phenols.sd,CNPhenols.t,CNPhenols.n,Source
de Bettignies et al. 2020,10.1111/jpy.13041,Laminaria hyperborea,Guerhéon,Summer,9,Benthic,Lamina,Fresh,10,107,28.155287,13.766371,NA,NA,NA,1,5,19.42,3.14,11.582587,4.436226,Final,5,"Figure 2a-c, Table 2"
de Bettignies et al. 2020,10.1111/jpy.13041,Laminaria hyperborea,Guerhéon,Summer,9,Benthic,Lamina,Fresh,10,143,22.545319,4.265596,NA,NA,NA,1,5,18.16,3.01,14.294124,1.903882,Final,5,"Figure 2a-c, Table 2"
de Bettignies et al. 2020,10.1111/jpy.13041,Laminaria hyperborea,Guerhéon,Summer,9,Benthic,Lamina,Fresh,10,170,16.467346,6.398449,NA,NA,NA,1,5,16.1,1.62,14.24154,4.325329,Final,5,"Figure 2a-c, Table 2"
de Bettignies et al. 2020,10.1111/jpy.13041,Laminaria hyperborea,Guerhéon,Summer,9,Benthic,Lamina,Senescent,10,30,24.826787,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Figure 2b
de Bettignies et al. 2020,10.1111/jpy.13041,Laminaria hyperborea,Guerhéon,Summer,9,Benthic,Lamina,Senescent,10,42,27.311332,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Figure 2b
de Bettignies et al. 2020,10.1111/jpy.13041,Laminaria hyperborea,Guerhéon,Summer,9,Benthic,Lamina,Senescent,10,77,15.813577,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Figure 2b
de Bettignies et al. 2020,10.1111/jpy.13041,Laminaria hyperborea,Guerhéon,Summer,9,Benthic,Lamina,Senescent,10,107,1.09072375,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Figure 2b
de Bettignies et al. 2020,10.1111/jpy.13041,Laminaria hyperborea,Guerhéon,Summer,9,Benthic,Lamina,Senescent,10,143,4.31047775,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Figure 2b
Pedersen et al. 2021,10.3354/meps13613,Laminaria hyperborea,Malangen Fjord,Spring,10,Benthic,Lamina,Fresh,10,52,110.128105,11.048835,NA,NA,NA,1,12,13.77204567,0.3736101,NA,NA,Final,12,Figure 6
Pedersen et al. 2021,10.3354/meps13613,Laminaria hyperborea,Malangen Fjord,Spring,10,Benthic,Lamina,Fresh,10,121,126.22098,14.05124,NA,NA,NA,1,12,14.22295337,1.223896633,NA,NA,Final,12,Figure 6
Pedersen et al. 2021,10.3354/meps13613,Laminaria hyperborea,Malangen Fjord,Spring,300,Benthic,Lamina,Fresh,10,37,84.54764,5.28422,NA,NA,NA,1,12,15.71739463,1.507324334,NA,NA,Final,12,Figure 6
Smale et al. 2021,10.1002/lno.11970,Laminaria hyperborea,Malangen Fjord,Summer,3,Benthic,Lamina,Fresh,2,108.5,23.414635,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,"Figure 4, Table 1"
Smale et al. 2021,10.1002/lno.11970,Laminaria hyperborea,Malangen Fjord,Summer,4,Benthic,Lamina,Fresh,2,108.5,0.47784966,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,"Figure 4, Table 1"
Smale et al. 2021,10.1002/lno.11970,Laminaria hyperborea,Malangen Fjord,Summer,5,Benthic,Lamina,Fresh,2,108.5,1.1149826,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,"Figure 4, Table 1"
Smale et al. 2021,10.1002/lno.11970,Laminaria hyperborea,Malangen Fjord,Summer,4,Benthic,Lamina,Fresh,2,108.5,3.703335,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,"Figure 4, Table 1"
Smale et al. 2021,10.1002/lno.11970,Laminaria hyperborea,Malangen Fjord,Summer,5,Benthic,Lamina,Fresh,2,108.5,0,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,"Figure 4, Table 1"
Smale et al. 2021,10.1002/lno.11970,Laminaria hyperborea,Malangen Fjord,Summer,4,Benthic,Lamina,Fresh,2,108.5,5.574913,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,"Figure 4, Table 1"
Smale et al. 2021,10.1002/lno.11970,Laminaria hyperborea,Malangen Fjord,Summer,3,Benthic,Lamina,Fresh,2,108.5,47.06819,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,"Figure 4, Table 1"
Smale et al. 2021,10.1002/lno.11970,Laminaria hyperborea,Malangen Fjord,Summer,4,Benthic,Lamina,Fresh,2,108.5,51.050274,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,"Figure 4, Table 1"
Simpkins et al. 2024,NA,Ecklonia radiata,SM5,Winter,10,Benthic,Lamina,Fresh,5,0,92.46635459,NA,NA,NA,NA,1,1,138.04,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SM5,Winter,10,Benthic,Lamina,Fresh,5,0,98.06173201,NA,NA,NA,NA,1,1,62.73,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SM5,Winter,10,Benthic,Lamina,Fresh,5,0,109.4719134,NA,NA,NA,NA,1,1,56.01,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 1,Winter,10,Benthic,Lamina,Fresh,5,14,60.45201872,NA,NA,NA,NA,1,1,100.74,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 1,Winter,10,Benthic,Lamina,Fresh,5,14,33.17729666,NA,NA,NA,NA,1,1,57.71,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 1,Winter,10,Benthic,Lamina,Fresh,5,14,47.15476887,NA,NA,NA,NA,1,1,45.97,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 1,Winter,10,Benthic,Lamina,Fresh,5,14,8.667349327,NA,NA,NA,NA,1,1,36.21,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 1,Winter,10,Benthic,Lamina,Fresh,5,14,19.13399649,NA,NA,NA,NA,1,1,36.32,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 1,Winter,10,Benthic,Lamina,Fresh,5,14,0.767992978,NA,NA,NA,NA,1,1,31.49,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 1,Winter,20,Benthic,Lamina,Fresh,5,14,69.71181978,NA,NA,NA,NA,1,1,46.45,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 1,Winter,20,Benthic,Lamina,Fresh,5,14,48.6029842,NA,NA,NA,NA,1,1,148.56,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 1,Winter,20,Benthic,Lamina,Fresh,5,14,4.871269748,NA,NA,NA,NA,1,1,125.8,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 1,Winter,20,Benthic,Lamina,Fresh,5,14,86.54183733,NA,NA,NA,NA,1,1,227.9,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 1,Winter,20,Benthic,Lamina,Fresh,5,14,53.51813926,NA,NA,NA,NA,1,1,58.62,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 1,Winter,20,Benthic,Lamina,Fresh,5,14,24.07109421,NA,NA,NA,NA,1,1,39.17,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 2,Winter,10,Benthic,Lamina,Fresh,5,14,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 2,Winter,10,Benthic,Lamina,Fresh,5,14,0.219426565,NA,NA,NA,NA,1,1,49.07,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 2,Winter,10,Benthic,Lamina,Fresh,5,14,52.92568754,NA,NA,NA,NA,1,1,43.3,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 2,Winter,10,Benthic,Lamina,Fresh,5,14,38.28993563,NA,NA,NA,NA,1,1,58.3,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 2,Winter,10,Benthic,Lamina,Fresh,5,14,11.32241077,NA,NA,NA,NA,1,1,17.79,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 2,Winter,10,Benthic,Lamina,Fresh,5,14,65.93768286,NA,NA,NA,NA,1,1,39.4,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 2,Winter,20,Benthic,Lamina,Fresh,5,14,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 2,Winter,20,Benthic,Lamina,Fresh,5,14,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 2,Winter,20,Benthic,Lamina,Fresh,5,14,0.57050907,NA,NA,NA,NA,1,1,84.59,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 2,Winter,20,Benthic,Lamina,Fresh,5,14,91.83001755,NA,NA,NA,NA,1,1,68.88,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 2,Winter,20,Benthic,Lamina,Fresh,5,14,50.40228204,NA,NA,NA,NA,1,1,35,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 2,Winter,20,Benthic,Lamina,Fresh,5,14,64.81860737,NA,NA,NA,NA,1,1,31.28,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 3,Winter,10,Benthic,Lamina,Fresh,5,14,44.03891164,NA,NA,NA,NA,1,1,26.03,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 3,Winter,10,Benthic,Lamina,Fresh,5,14,56.26097133,NA,NA,NA,NA,1,1,72.21,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 3,Winter,10,Benthic,Lamina,Fresh,5,14,67.23229959,NA,NA,NA,NA,1,1,83.31,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 3,Winter,10,Benthic,Lamina,Fresh,5,14,25.25599766,NA,NA,NA,NA,1,1,34.76,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 3,Winter,10,Benthic,Lamina,Fresh,5,14,16.43504974,NA,NA,NA,NA,1,1,30.34,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 3,Winter,10,Benthic,Lamina,Fresh,5,14,20.71386776,NA,NA,NA,NA,1,1,45.04,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 3,Winter,10,Benthic,Lamina,Fresh,5,14,21.48186074,NA,NA,NA,NA,1,1,111.21,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 3,Winter,20,Benthic,Lamina,Fresh,5,14,49.59040374,NA,NA,NA,NA,1,1,38.31,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 3,Winter,20,Benthic,Lamina,Fresh,5,14,53.54008192,NA,NA,NA,NA,1,1,32.05,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 3,Winter,20,Benthic,Lamina,Fresh,5,14,51.65301346,NA,NA,NA,NA,1,1,30.87,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 3,Winter,20,Benthic,Lamina,Fresh,5,14,63.30456407,NA,NA,NA,NA,1,1,43.81,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,DEEP 1,Winter,50,Benthic,Lamina,Fresh,5,14,65.89379754,NA,NA,NA,NA,1,1,76.92,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,DEEP 1,Winter,50,Benthic,Lamina,Fresh,5,14,57.20450556,NA,NA,NA,NA,1,1,122.41,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,DEEP 1,Winter,50,Benthic,Lamina,Fresh,5,14,46.05763604,NA,NA,NA,NA,1,1,40.78,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,DEEP 1,Winter,50,Benthic,Lamina,Fresh,5,14,10.31304857,NA,NA,NA,NA,1,1,17.24,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,DEEP 1,Winter,50,Benthic,Lamina,Fresh,5,14,55.05412522,NA,NA,NA,NA,1,1,40.8,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,DEEP 1,Winter,50,Benthic,Lamina,Fresh,5,14,54.35196021,NA,NA,NA,NA,1,1,34.06,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,DEEP 3,Winter,50,Benthic,Lamina,Fresh,5,14,23.69806905,NA,NA,NA,NA,1,1,27.84,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,DEEP 3,Winter,50,Benthic,Lamina,Fresh,5,14,5.705090696,NA,NA,NA,NA,1,1,22.94,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,DEEP 3,Winter,50,Benthic,Lamina,Fresh,5,14,113.2899356,NA,NA,NA,NA,1,1,61.3,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,DEEP 3,Winter,50,Benthic,Lamina,Fresh,5,14,95.47249854,NA,NA,NA,NA,1,1,63.6,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,DEEP 3,Winter,50,Benthic,Lamina,Fresh,5,14,100.8923347,NA,NA,NA,NA,1,1,44.85,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,DEEP 3,Winter,50,Benthic,Lamina,Fresh,5,14,51.71884143,NA,NA,NA,NA,1,1,25.27,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,DEEP 2,Winter,50,Benthic,Lamina,Fresh,5,14,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,DEEP 2,Winter,50,Benthic,Lamina,Fresh,5,14,5.770918666,NA,NA,NA,NA,1,1,27.56,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,DEEP 2,Winter,50,Benthic,Lamina,Fresh,5,14,64.44558221,NA,NA,NA,NA,1,1,36.78,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,DEEP 2,Winter,50,Benthic,Lamina,Fresh,5,14,66.17905208,NA,NA,NA,NA,1,1,29.14,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,DEEP 2,Winter,50,Benthic,Lamina,Fresh,5,14,20.58221182,NA,NA,NA,NA,1,1,21.28,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,DEEP 2,Winter,50,Benthic,Lamina,Fresh,5,14,19.24370977,NA,NA,NA,NA,1,1,23.04,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 1,Winter,10,Benthic,Lamina,Fresh,5,31,48.77852545,NA,NA,NA,NA,1,1,34.62,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 1,Winter,10,Benthic,Lamina,Fresh,5,31,4.827384435,NA,NA,NA,NA,1,1,82.36,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 1,Winter,10,Benthic,Lamina,Fresh,5,31,20.99912229,NA,NA,NA,NA,1,1,58.94,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 1,Winter,10,Benthic,Lamina,Fresh,5,31,0.460795787,NA,NA,NA,NA,1,1,26.71,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 1,Winter,20,Benthic,Lamina,Fresh,5,31,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 1,Winter,20,Benthic,Lamina,Fresh,5,31,9.21591574,NA,NA,NA,NA,1,1,30.88,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 1,Winter,20,Benthic,Lamina,Fresh,5,31,2.698946752,NA,NA,NA,NA,1,1,26.6,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 1,Winter,20,Benthic,Lamina,Fresh,5,31,33.74780573,NA,NA,NA,NA,1,1,27.71,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 1,Winter,20,Benthic,Lamina,Fresh,5,31,67.56143944,NA,NA,NA,NA,1,1,84.97,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 1,Winter,20,Benthic,Lamina,Fresh,5,31,47.593622,NA,NA,NA,NA,1,1,50.44,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 2,Winter,20,Benthic,Lamina,Fresh,5,31,3.576653013,NA,NA,NA,NA,1,1,44.9,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 2,Winter,20,Benthic,Lamina,Fresh,5,31,55.22966647,NA,NA,NA,NA,1,1,54.41,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 2,Winter,20,Benthic,Lamina,Fresh,5,31,47.54973669,NA,NA,NA,NA,1,1,31.4,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 2,Winter,20,Benthic,Lamina,Fresh,5,31,23.30310123,NA,NA,NA,NA,1,1,51.82,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 2,Winter,20,Benthic,Lamina,Fresh,5,31,12.59508484,NA,NA,NA,NA,1,1,36.47,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 3,Winter,20,Benthic,Lamina,Fresh,5,31,0.5046811,NA,NA,NA,NA,1,1,149.2,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 3,Winter,20,Benthic,Lamina,Fresh,5,31,62.31714453,NA,NA,NA,NA,1,1,32.53,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 3,Winter,20,Benthic,Lamina,Fresh,5,31,27.47220597,NA,NA,NA,NA,1,1,40.37,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 3,Winter,20,Benthic,Lamina,Fresh,5,31,57.8408426,NA,NA,NA,NA,1,1,54.46,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 3,Winter,20,Benthic,Lamina,Fresh,5,31,33.04564073,NA,NA,NA,NA,1,1,39.33,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 3,Winter,20,Benthic,Lamina,Fresh,5,31,11.1029842,NA,NA,NA,NA,1,1,32.88,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 1,Winter,10,Benthic,Lamina,Fresh,5,50,43.7097718,NA,NA,NA,NA,1,1,30.77,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 1,Winter,10,Benthic,Lamina,Fresh,5,50,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,SHALLOW 1,Winter,10,Benthic,Lamina,Fresh,5,50,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 2,Winter,20,Benthic,Lamina,Fresh,5,50,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 2,Winter,20,Benthic,Lamina,Fresh,5,50,1.184903452,NA,NA,NA,NA,1,1,23.47,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 2,Winter,20,Benthic,Lamina,Fresh,5,50,2.633118783,NA,NA,NA,NA,1,1,49.71,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 2,Winter,20,Benthic,Lamina,Fresh,5,50,4.498244587,NA,NA,NA,NA,1,1,29.15,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 2,Winter,20,Benthic,Lamina,Fresh,5,50,3.620538327,NA,NA,NA,NA,1,1,25.21,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 1,Winter,20,Benthic,Lamina,Fresh,5,50,5.727033353,NA,NA,NA,NA,1,1,30.65,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 1,Winter,20,Benthic,Lamina,Fresh,5,50,5.222352253,NA,NA,NA,NA,1,1,30.41,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 1,Winter,20,Benthic,Lamina,Fresh,5,50,5.727033353,NA,NA,NA,NA,1,1,25.35,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 1,Winter,20,Benthic,Lamina,Fresh,5,50,2.282036279,NA,NA,NA,NA,1,1,26.76,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 1,Winter,20,Benthic,Lamina,Fresh,5,50,11.69543593,NA,NA,NA,NA,1,1,43.63,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 1,Winter,20,Benthic,Lamina,Fresh,5,50,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,Final,1,Data
Simpkins et al. 2024,NA,Ecklonia radiata,MID 1,Winter,20,Benthic,Lamina,Fresh,5,50,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,Final,1,Data
,,,,,,,,,,,,,,,,,,,,,,,,
Zieliński 1981,,,,,,,,,,,,,,,,,,,,,,,,
Nedzarek 2004,,,,,,,,,,,,,,,,,,,,,,,,
Kelaher et al. 2025,,,,,,,,,,,,,,,,,,,,,,,,
Litchfield et al. 2020,,,,,,,,,,,,,,,,,,,,,,,,